q1,q2,q3,q4,q5,q6_1,q6_2,q7,q8,q9,q10_1,q11_1,q11_2,q12,q13,q14version1,q14version2,q15group1,q15group2,q15group3,q15group4,q15group5,q15group6,q15group7,q15group8,q16,q17,q18_1,q18_2,q18_3,q18_4,q18_5,q19_1,q19_2,q19_3,q20,q21,q22,exp_ind,issue,protester_approval,justified_arrests,aggressive,law_abiding,dangerous,respectful,caring,violent,lawful,threatening,unauthorized,violence,obey,Putin,missing_justified,missing_approval,m_aggressive,m_law_abiding,m_dangerous,m_respectful,m_caring,m_violent,m_lawful,m_threatening
46,38,4,2,7,4,4,1,5,2,4,2,3,1,1,,3,,,,,,,,3,2,8,2,1,2,1,1,3,3,2,5,3,4,8,1,4,8,4,5,4,5,5,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
31,32,5,2,4,6,6,3,9,3,6,4,4,5,4,,1,,,,,3,,,,5,11,98,98,98,98,98,98,98,98,5,2,2,5,1,3,5,3,3,3,3,3,3,3,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1
25,63,4,2,6,3,3,2,1,1,5,3,3,2,2,2,,1,,,,,,,,1,5,4,2,4,1,1,4,2,3,6,4,1,1,0,5,5,1,4,1,5,5,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,50,4,2,4,3,6,1,5,1,5,3,3,3,4,1,,,,,4,,,,,4,10,1,1,2,2,2,98,4,2,7,5,6,4,0,1,10,5,5,4,4,4,3,1,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0
48,35,1,2,4,4,5,1,6,2,5,2,3,1,1,2,,,,,,,2,,,2,6,3,1,4,2,1,4,2,3,4,3,3,6,1,4,6,2,5,1,4,5,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,74,4,2,5,3,3,1,5,2,4,4,4,4,2,,2,,,,,,,,3,3,11,98,98,98,98,98,98,98,98,2,2,2,8,1,2,5,3,3,3,3,3,3,3,3,1,1,0,1,1,0,1,1,1,1,1,1,1,1
49,56,2,2,4,5,4,1,5,2,5,2,3,1,4,2,,,,,,,3,,,5,10,1,4,1,4,4,1,4,1,4,3,4,6,1,3,10,5,1,5,1,1,5,1,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0
32,75,4,2,4,4,4,1,5,2,5,2,2,2,4,2,,,,,,2,,,,2,5,3,3,3,3,2,3,1,3,4,3,4,5,1,4,5,2,2,2,2,4,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,69,1,2,6,5,5,1,5,1,5,2,4,2,2,2,,,3,,,,,,,5,2,98,2,2,1,98,98,98,98,2,4,4,2,0,3,2,3,4,4,5,3,3,3,3,0,1,1,1,0,1,1,0,0,0,1,1,1,1
32,71,3,2,4,5,5,1,5,1,5,2,5,2,1,,5,1,,,,,,,,1,11,4,1,4,2,1,98,2,3,4,4,2,1,0,5,5,1,5,1,4,5,3,4,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0
44,7,2,2,4,4,3,1,5,3,5,2,4,2,1,2,,,,,,3,,,,3,11,1,4,1,4,4,3,2,98,4,3,4,5,1,2,5,5,1,5,1,1,2,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1
48,11,3,2,6,3,2,1,5,3,4,2,2,1,2,,2,,,,5,,,,,1,5,2,4,3,98,1,98,4,2,3,1,3,4,0,5,5,4,1,2,3,5,3,1,4,1,1,0,1,0,0,0,0,0,1,0,1,0,0
33,60,1,2,6,5,5,1,5,2,5,2,3,1,2,,3,,3,,,,,,,1,5,98,98,98,98,98,4,98,98,4,2,3,2,0,5,5,3,3,3,3,3,1,3,3,0,1,0,1,0,0,1,1,1,1,1,0,1,1
33,69,5,2,6,4,4,1,9,2,5,2,2,3,4,,4,,,,,,,,5,2,3,98,98,4,2,98,98,98,2,4,3,6,8,1,4,3,3,3,1,4,3,3,3,4,1,1,0,0,0,0,1,1,0,0,1,1,1,0
51,41,5,1,2,5,4,1,5,2,5,2,3,1,1,,5,2,,,,,,,,2,0,3,1,4,2,1,4,1,4,2,3,4,1,0,4,0,2,5,1,4,5,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,7,2,2,6,5,4,1,5,1,4,2,3,1,4,2,,2,,,,,,,,3,7,2,3,3,2,3,3,3,3,2,3,4,1,0,2,7,4,2,2,4,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26,7,1,2,7,5,3,1,5,2,5,4,4,3,2,3,,,5,,,,,,,5,11,99,99,99,99,99,99,99,99,5,4,6,2,0,3,5,3,3,3,3,3,3,3,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1
38,54,4,2,7,3,3,3,5,3,5,2,3,2,2,1,,,,3,,,,,,2,5,1,3,1,3,3,3,3,2,6,3,2,3,0,4,5,5,2,5,2,2,2,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
45,58,4,2,6,5,5,1,5,2,5,2,3,2,1,,3,,,,,,,,4,3,9,3,2,3,2,2,98,4,2,5,4,5,8,1,2,9,2,4,2,4,4,3,1,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0
38,20,8,2,2,6,6,3,9,3,5,4,4,5,2,1,,,,,5,,,,,5,5,98,98,98,98,98,98,98,98,2,3,6,4,0,3,5,3,3,3,3,3,3,3,3,1,1,0,0,0,1,1,1,1,1,1,1,1,1
44,59,6,2,2,5,5,1,5,1,5,2,2,2,1,,3,,,,,2,,,,2,10,3,3,3,3,2,4,4,4,5,5,5,5,1,4,10,2,2,2,2,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
53,63,1,2,6,5,5,1,5,1,5,1,3,2,1,,3,,,,,,,4,,2,10,2,4,2,4,4,2,4,2,5,3,3,7,1,4,10,4,1,4,1,1,4,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0
48,9,3,2,6,4,3,1,5,1,4,4,3,3,2,,5,,,,,,,3,,3,10,3,4,3,3,3,98,3,2,5,3,2,7,1,2,10,2,1,2,2,2,3,2,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0
53,46,1,2,5,6,3,3,2,2,5,2,2,2,4,2,,,3,,,,,,,1,5,2,1,98,98,2,98,98,98,7,3,6,2,0,5,5,4,5,3,3,4,3,3,3,0,1,0,0,0,0,0,0,1,1,0,1,1,1
23,59,6,2,7,5,5,1,5,1,5,2,3,2,2,3,,,,,,,2,,,2,4,2,1,4,2,2,3,2,3,5,3,3,6,1,4,4,4,5,1,4,4,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
34,63,5,2,4,4,3,1,5,2,5,2,3,4,2,2,,,,,4,,,,,4,5,1,3,2,3,4,2,4,1,4,4,2,4,0,1,5,5,2,4,2,1,4,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
45,48,5,2,7,4,3,1,5,1,4,2,3,3,1,,1,2,,,,,,,,2,0,98,1,4,2,1,4,2,4,3,4,3,1,0,4,0,3,5,1,4,5,1,4,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
24,41,7,2,7,5,4,1,5,1,5,1,3,1,1,2,,,,,,2,,,,2,0,4,1,4,1,1,4,1,4,7,3,3,5,1,4,0,1,5,1,5,5,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23,63,5,2,5,3,4,1,5,2,5,2,3,3,2,2,,3,,,,,,,,3,5,1,3,2,98,2,1,3,1,5,4,1,1,0,2,5,5,2,4,3,4,5,2,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30,67,3,2,4,4,3,1,5,1,4,2,3,2,2,2,,,,5,,,,,,2,11,98,3,98,3,4,98,3,98,4,3,4,3,0,4,5,3,2,3,2,1,3,2,3,1,0,1,1,1,0,1,0,1,0,0,1,0,1
40,41,7,2,7,4,4,3,5,1,5,1,3,2,1,3,,,,,,,,,5,5,11,98,3,98,98,98,98,98,98,4,3,6,8,1,3,5,3,2,3,3,3,3,3,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1
37,41,4,2,7,5,4,1,5,1,5,2,2,1,1,3,,,,,,,,,1,1,8,3,1,3,2,1,3,2,3,5,4,4,8,1,5,8,2,5,2,4,5,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
35,56,5,2,6,5,4,1,5,2,5,1,4,1,1,,3,2,,,,,,,,1,10,4,3,4,3,98,1,4,1,4,3,3,1,0,5,10,1,2,1,2,3,5,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46,56,4,2,7,5,4,1,5,1,5,2,3,1,1,,5,,,,,2,,,,5,11,3,2,3,98,2,4,2,3,5,4,5,5,1,3,5,2,4,2,3,4,1,4,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0
36,59,6,2,6,1,1,2,2,2,1,1,1,2,4,2,,,,,,,2,,,1,1,4,1,4,1,1,4,1,4,5,3,1,6,1,5,1,1,5,1,5,5,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41,14,1,2,6,5,5,1,5,1,5,5,4,2,2,,5,,,2,,,,,,2,0,98,3,4,4,4,3,98,98,4,2,6,3,0,4,0,3,2,1,1,1,2,3,3,1,0,1,1,0,0,1,0,0,0,0,0,1,1
43,77,4,2,6,3,2,3,5,1,5,1,2,2,4,,5,,4,,,,,,,2,10,1,3,4,1,3,3,1,2,7,4,6,2,0,4,10,5,2,1,5,2,2,5,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
52,54,4,2,4,4,4,1,5,3,4,3,3,1,4,3,,,,,,,,,3,3,10,98,3,99,3,4,2,4,1,3,1,6,8,1,2,10,3,2,3,2,1,4,1,5,1,1,0,1,0,0,1,0,1,0,0,0,0,0
20,28,1,2,4,3,3,3,5,2,4,2,2,4,2,1,,,,,,5,,,,4,5,2,1,2,3,3,2,3,98,8,3,4,5,1,1,5,4,5,4,2,2,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
51,41,7,2,4,2,2,2,7,2,4,2,2,1,1,,1,,,,1,,,,,1,0,4,4,4,1,98,4,3,2,5,1,1,4,0,5,0,1,1,1,5,3,1,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0
44,12,5,2,6,2,2,2,1,1,3,2,2,1,3,3,,,,,,1,,,,1,1,4,4,4,1,1,4,2,4,5,3,3,5,1,5,1,1,1,1,5,5,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,76,4,2,7,6,6,3,5,3,4,4,4,5,4,,1,,,,6,,,,,6,12,99,99,99,99,99,99,99,99,4,1,1,4,0,3,5,3,3,3,3,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1
46,7,2,2,2,5,2,1,5,1,5,5,5,2,4,2,,,4,,,,,,,2,10,4,1,4,98,98,98,98,98,5,3,2,2,0,4,10,1,5,1,3,3,3,3,3,0,1,1,1,0,0,0,0,0,1,1,1,1,1
42,75,4,2,6,2,4,1,5,1,5,2,3,1,4,,2,,,3,,,,,,3,2,2,3,1,3,3,3,3,2,5,2,2,3,0,2,2,4,2,5,2,2,2,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0
37,77,4,2,6,5,4,1,5,2,5,2,3,2,1,2,,,,,,,,4,,4,8,3,4,98,98,98,3,4,3,5,3,2,7,1,1,8,2,1,3,3,3,2,1,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0
38,41,7,1,6,1,1,2,2,2,2,2,2,2,2,,2,,,,,,2,,,2,2,4,2,4,2,1,4,2,4,4,2,2,6,1,4,2,1,4,1,4,5,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,69,4,2,5,4,3,1,1,2,5,2,3,2,1,3,,,,,3,,,,,4,6,2,2,1,1,2,3,2,1,5,3,2,4,0,1,6,4,4,5,5,4,2,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35,7,5,2,6,5,5,1,5,2,5,1,4,1,2,3,,,,,,,3,,,3,3,4,1,4,3,3,2,1,1,5,4,4,6,1,2,3,1,5,1,2,2,4,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0
49,48,5,2,7,5,5,1,5,1,5,2,3,1,5,,3,,,,,,,5,,5,11,98,98,98,98,98,98,98,98,5,4,6,7,1,3,5,3,3,3,3,3,3,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1
37,59,6,2,6,4,4,1,5,2,5,2,3,2,3,,3,,,4,,,,,,5,4,2,4,1,4,3,4,3,98,5,2,2,3,0,3,4,4,1,5,1,2,1,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1
29,20,3,2,4,4,3,1,5,2,5,2,3,3,2,3,,,,2,,,,,,5,1,3,1,4,1,1,4,98,3,3,2,6,3,0,3,1,2,5,1,5,5,1,3,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0
37,79,1,1,7,5,4,1,5,2,5,2,2,1,2,,3,,,,4,,,,,2,2,3,2,4,2,2,4,3,3,2,3,2,4,0,4,2,2,4,1,4,4,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
29,41,7,2,6,7,7,4,10,4,7,5,5,6,9,3,,,,,,,,,6,6,12,99,99,99,99,99,99,99,99,6,4,7,8,1,3,5,3,3,3,3,3,3,3,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1
28,48,5,2,7,4,4,1,9,3,5,2,3,4,2,1,,,6,,,,,,,6,11,98,98,98,98,98,98,98,98,9,7,6,2,0,3,5,3,3,3,3,3,3,3,3,0,1,0,0,1,1,1,1,1,1,1,1,1,1
37,63,5,2,4,3,3,1,5,1,4,3,4,3,1,,5,,,,,,,5,,3,6,98,3,98,3,3,98,2,98,4,1,3,7,1,2,6,3,2,3,2,2,3,4,3,1,0,1,1,0,0,1,0,1,0,0,1,0,1
33,32,4,2,6,4,3,1,5,2,5,4,4,2,2,,3,2,,,,,,,,5,3,98,98,98,98,98,98,98,98,4,3,3,1,0,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0,1,1,1,1,1,1,1,1,1
24,41,7,2,4,2,1,2,6,2,3,2,2,1,4,,2,,,,,,1,,,2,1,2,1,2,3,3,4,2,2,4,2,2,6,1,4,1,4,5,4,2,2,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,80,2,2,6,4,4,3,9,3,4,4,4,3,2,1,,,,,,5,,,,5,8,98,98,98,98,98,98,98,98,5,6,6,5,1,3,8,3,3,3,3,3,3,3,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1
22,20,4,2,6,5,4,1,5,1,5,2,3,2,2,,3,3,,,,,,,,3,7,3,2,3,3,3,4,3,4,6,2,3,1,0,2,7,2,4,2,2,2,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
38,14,1,2,4,4,4,1,5,1,4,4,2,2,1,2,,,,5,,,,,,5,5,98,4,98,2,3,4,3,98,2,4,4,3,0,3,5,3,1,3,4,2,1,2,3,1,0,1,1,0,1,1,0,1,0,0,0,0,1
50,59,6,2,4,4,4,3,7,2,5,2,2,2,1,,5,,4,,,,,,,3,11,98,98,98,3,2,98,2,98,5,3,3,2,0,2,5,3,3,3,2,4,3,4,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1
37,57,4,2,5,5,3,1,5,1,5,2,2,2,1,,5,,,,,,,,2,2,10,1,3,4,2,2,3,3,4,7,5,3,8,1,4,10,5,2,1,4,4,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
54,69,5,2,7,4,4,1,3,1,4,4,3,1,1,,3,,,,,,,,3,2,4,3,3,2,98,3,2,3,2,4,3,4,8,1,4,4,2,2,4,3,2,4,2,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0
40,14,5,2,6,4,4,1,5,1,5,2,3,1,2,2,,,,,,,,3,,2,7,2,3,2,2,2,98,4,2,5,3,2,7,1,4,7,4,2,4,4,4,3,1,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0
47,41,7,2,6,4,4,1,5,1,5,2,3,2,1,2,,5,,,,,,,,2,11,98,98,98,98,98,4,2,98,5,3,6,1,0,4,5,3,3,3,3,3,1,4,3,0,0,1,1,1,0,1,1,1,1,1,0,0,1
43,20,4,2,6,4,4,3,2,2,4,2,2,2,2,4,,,,2,,,,,,5,5,3,98,4,4,98,2,2,2,3,2,2,3,0,3,5,2,3,1,1,3,4,4,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0
40,41,5,2,4,5,5,1,5,3,5,2,4,1,1,,5,,,,5,,,,,2,5,4,3,4,3,98,98,98,98,4,4,5,4,0,4,5,1,2,1,2,3,3,3,3,1,1,0,1,0,0,0,0,0,0,1,1,1,1
18,77,2,2,4,2,2,3,9,3,6,2,2,2,2,,2,,,,,,,5,,2,3,4,3,4,98,2,4,3,4,4,2,1,7,1,4,3,1,2,1,3,4,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34,85,4,2,7,4,4,3,9,1,4,4,3,4,7,1,,,3,,,,,,,1,4,98,3,4,3,98,4,98,3,6,2,2,2,0,5,4,3,2,1,2,3,1,3,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0
37,20,3,2,7,4,5,1,5,1,3,2,2,3,4,,2,,,,,2,,,,2,1,4,3,4,4,1,4,1,4,3,5,4,5,1,4,1,1,2,1,1,5,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
44,29,4,2,6,4,4,1,5,2,3,2,2,3,1,3,,,,,,,3,,,3,6,3,3,3,3,2,3,3,3,6,3,2,6,1,2,6,2,2,2,2,4,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
45,41,7,2,7,2,2,3,9,2,4,2,2,3,4,,1,,,2,,,,,,2,8,4,3,4,3,3,2,2,2,5,2,2,3,0,4,8,1,2,1,2,2,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,56,5,2,4,5,5,1,5,2,5,2,4,2,1,2,,1,,,,,,,,1,0,4,1,4,1,1,4,1,4,2,1,1,1,0,5,0,1,5,1,5,5,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,63,1,2,4,4,3,1,7,1,4,2,3,2,2,2,,,,,,,,,4,3,9,2,4,1,3,3,2,4,2,7,4,4,8,1,2,9,4,1,5,2,2,4,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
34,69,2,2,5,4,4,1,5,1,5,2,3,2,2,,3,,,,4,,,,,5,5,2,3,98,98,98,98,3,2,6,3,4,4,0,3,5,4,2,3,3,3,3,2,4,1,1,1,1,0,1,0,0,1,1,1,1,0,0
38,71,1,2,6,5,5,1,5,1,5,1,3,1,1,,3,,3,,,,,,,1,7,2,2,3,2,2,4,1,2,4,4,4,2,0,5,7,4,4,2,4,4,1,5,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
29,3,1,2,6,3,3,1,5,2,5,4,4,1,2,,5,,,,,,,,2,5,5,3,2,3,2,1,3,3,98,5,5,3,8,1,3,5,2,4,2,4,5,2,2,3,1,1,0,1,0,1,0,0,0,0,0,0,0,1
39,20,3,2,4,2,2,3,7,2,3,3,4,3,7,,1,,,,,,3,,,3,5,98,4,2,3,98,2,3,2,2,2,2,6,1,2,5,3,1,4,2,3,4,2,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
22,20,4,2,6,4,4,3,7,1,5,3,4,2,4,1,,3,,,,,,,,3,9,3,1,4,3,4,2,3,3,5,2,2,1,0,2,9,2,5,1,2,1,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,41,7,2,7,4,4,3,5,2,4,2,4,2,2,,3,,,,,,,2,,1,6,2,3,2,4,98,2,3,2,5,3,3,7,1,5,6,4,2,4,1,3,4,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0
43,3,3,1,2,4,4,1,5,3,5,5,3,1,1,3,,,,,,,5,,,2,9,2,4,1,4,98,3,2,4,2,2,6,6,1,4,9,4,1,5,1,3,2,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
31,32,4,2,4,4,4,1,5,3,4,2,3,2,2,3,,,,,,,,3,,3,11,3,2,2,1,98,99,99,99,7,4,3,7,1,2,5,2,4,4,5,3,3,3,3,1,0,0,1,1,0,0,0,0,0,1,1,1,1
38,41,7,2,6,4,2,1,5,2,5,1,3,2,1,2,,,2,,,,,,,2,1,4,1,4,1,1,3,2,3,4,3,3,2,0,4,1,1,5,1,5,5,2,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
37,74,1,2,4,4,3,1,5,3,5,2,3,2,2,,3,,,5,,,,,,2,11,4,2,4,98,98,1,4,1,3,2,4,3,0,4,5,1,4,1,3,3,5,1,5,1,0,0,1,1,0,0,0,0,1,1,0,0,0
44,13,3,2,2,5,5,1,5,1,5,2,3,1,1,2,,,,3,,,,,,1,5,4,4,3,3,2,3,3,3,5,3,3,3,0,5,5,1,1,2,2,4,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
37,75,4,2,6,5,5,1,5,2,4,2,2,3,2,4,,,,,,,,,3,3,7,99,98,98,98,98,98,98,98,5,3,2,8,1,2,7,3,3,3,3,3,3,3,3,1,1,0,1,0,0,1,1,1,1,1,1,1,1
28,41,5,2,4,4,4,1,5,1,5,1,5,1,2,3,,,,,,,,,3,4,10,2,4,3,3,3,4,3,4,5,5,3,8,1,1,10,4,1,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
43,77,1,2,4,5,3,1,5,1,5,2,3,2,1,,2,,,,,2,,,,1,0,3,1,2,2,2,4,2,3,3,3,3,5,1,5,0,2,5,4,4,4,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35,63,1,2,6,4,3,1,5,2,4,2,3,2,2,,3,,,,3,,,,,2,5,3,2,2,98,1,2,3,2,4,3,6,4,0,4,5,2,4,4,3,5,4,2,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0
28,56,5,2,6,2,2,2,7,3,2,4,2,1,2,,3,,,2,,,,,,2,8,4,98,98,1,98,4,1,1,5,1,2,3,0,4,8,1,3,3,5,3,1,5,5,1,0,0,0,0,0,0,1,1,0,1,0,0,0
35,69,4,2,7,6,6,3,9,3,6,4,4,5,7,1,,,,,,5,,,,5,11,98,98,98,98,98,98,98,98,4,2,6,5,1,3,5,3,3,3,3,3,3,3,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1
30,41,7,2,7,5,3,1,5,1,5,1,3,1,1,,3,1,,,,,,,,1,0,4,1,4,1,1,4,1,4,7,3,3,1,0,5,0,1,5,1,5,5,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
36,41,7,2,7,5,5,1,5,1,5,4,5,2,4,,2,,,,,,6,,,6,12,4,99,99,99,99,99,99,99,4,3,3,6,1,3,5,1,3,3,3,3,3,3,3,0,1,1,1,1,1,0,1,1,1,1,1,1,1
35,80,2,2,6,5,5,1,5,1,5,4,4,3,1,3,,,,,,5,,,,3,3,3,3,3,3,3,3,3,3,6,4,5,5,1,2,3,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30,53,5,2,5,5,5,1,5,1,5,3,3,1,1,,2,,,,3,,,,,3,10,1,1,1,1,1,98,3,2,5,3,3,4,0,2,10,5,5,5,5,5,3,2,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0
36,7,5,2,7,4,4,1,5,2,5,2,2,3,1,,2,,,,,2,,,,2,5,3,3,2,98,98,3,3,2,5,2,2,5,1,4,5,2,2,4,3,3,2,2,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0
35,69,4,2,7,4,4,1,9,2,5,4,4,1,1,1,,,5,,,,,,,5,11,99,98,98,98,98,98,98,98,5,3,3,2,0,3,5,3,3,3,3,3,3,3,3,0,1,0,0,1,1,1,1,1,1,1,1,1,1
49,77,3,2,6,6,2,4,7,2,4,2,3,4,7,1,,,,,,,,2,,2,0,4,2,4,1,1,4,2,4,4,3,3,7,1,4,0,1,4,1,5,5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,14,5,2,6,5,5,1,5,1,5,1,1,1,4,3,,,,,,,1,,,1,10,4,4,4,1,4,4,1,4,3,3,3,6,1,5,10,1,1,1,5,1,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
36,48,8,2,2,3,3,3,9,2,3,3,3,2,1,,5,5,,,,,,,,5,2,98,98,98,98,4,2,3,1,5,5,2,1,0,3,2,3,3,3,3,1,4,2,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0
42,37,1,2,2,2,2,3,7,2,5,4,4,2,1,3,,,,,2,,,,,2,0,2,2,2,2,2,3,2,3,2,1,3,4,0,4,0,4,4,4,4,4,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,56,5,2,6,5,5,1,5,1,5,2,3,1,1,2,,,,,,,,4,,4,10,1,4,1,4,4,1,4,1,6,3,3,7,1,1,10,5,1,5,1,1,5,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0
37,69,5,2,6,4,4,1,5,2,4,2,3,3,1,,2,,,,,,,,2,2,8,4,2,4,2,2,3,2,3,5,3,4,8,1,4,8,1,4,1,4,4,2,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
48,69,8,2,4,4,4,1,5,2,5,3,3,3,2,,5,5,,,,,,,,5,11,98,98,98,98,98,98,98,2,4,2,2,1,0,3,5,3,3,3,3,3,3,3,4,0,0,0,1,1,1,1,1,1,1,1,1,1,0
54,53,4,2,6,4,4,1,2,1,4,1,3,2,1,,3,,2,,,,,,,2,0,4,3,4,3,3,4,2,4,5,2,2,2,0,4,0,1,2,1,2,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19,6,4,2,5,4,3,1,5,2,5,2,2,2,2,1,,,,,,,,,3,4,7,2,4,98,3,2,3,3,2,4,3,3,8,1,1,7,4,1,3,2,4,2,2,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0
23,3,4,2,6,1,1,2,2,2,2,2,2,2,2,,4,,,1,,,,,,1,0,4,1,4,1,1,4,1,4,4,3,3,3,0,5,0,1,5,1,5,5,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,14,5,2,4,5,5,1,5,1,5,2,3,1,1,,5,,,4,,,,,,2,10,1,4,1,4,98,1,4,1,6,3,5,3,0,4,10,5,1,5,1,3,5,1,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0
33,20,1,2,3,4,2,3,5,2,5,2,2,2,2,2,,,2,,,,,,,1,5,2,3,4,2,1,4,3,3,2,3,6,2,0,5,5,4,2,1,4,5,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
30,40,3,2,7,1,1,2,1,2,3,1,1,1,4,2,,,1,,,,,,,1,0,4,1,4,1,1,4,1,3,1,1,1,2,0,5,0,1,5,1,5,5,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,41,7,2,8,5,5,1,1,1,5,1,1,1,1,2,,1,,,,,,,,1,10,1,1,1,1,1,3,2,1,7,1,5,1,0,5,10,5,5,5,5,5,2,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,48,5,2,6,2,2,2,8,2,7,2,3,3,2,,2,2,,,,,,,,2,0,4,1,3,2,1,4,2,4,3,1,1,1,0,4,0,1,5,2,4,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,74,4,2,6,3,3,3,7,2,5,2,2,2,2,1,,,,,,1,,,,1,0,4,2,4,2,2,4,2,4,5,4,3,5,1,5,0,1,4,1,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,41,7,2,6,5,5,1,5,3,5,2,3,2,2,1,,,,,,,,4,,4,10,98,2,3,3,3,4,4,4,4,3,3,7,1,1,10,3,4,2,2,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
