q1,q2,q3,q4,q5,q6_1,q6_2,q7,q8,q9,q10_1,q11_1,q11_2,q12,q13,q14version1,q14version2,q15group1,q15group2,q15group3,q15group4,q15group5,q15group6,q15group7,q15group8,q16,q17,q18_1,q18_2,q18_3,q18_4,q18_5,q19_1,q19_2,q19_3,q20,q21,q22,exp_ind,issue,protester_approval,justified_arrests,aggressive,law_abiding,dangerous,respectful,caring,violent,lawful,threatening,unauthorized,violence,obey,Putin,missing_justified,missing_approval,m_aggressive,m_law_abiding,m_dangerous,m_respectful,m_caring,m_violent,m_lawful,m_threatening
22,4,3,2,5,4,3,1,5,2,4,2,3,2,4,1,,3,,,,,,,,3,11,3,4,3,3,3,3,3,3,2,1,6,1,0,2,5,2,1,2,2,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
42,52,2,2,6,5,5,1,7,1,5,3,3,4,5,,5,,4,,,,,,,4,0,1,4,4,4,3,3,3,3,6,4,2,2,0,1,0,5,1,1,1,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38,48,5,2,4,4,4,1,5,3,5,4,4,2,1,,3,,,,,,3,,,5,5,98,2,98,98,2,3,4,2,4,2,3,6,1,3,5,3,4,3,3,4,2,1,4,0,1,0,1,0,1,1,0,1,1,0,0,0,0
39,58,5,2,5,6,6,3,2,2,4,2,2,3,4,,1,,,,,2,,,,2,0,4,1,4,1,1,4,1,4,4,1,1,5,1,4,0,1,5,1,5,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,51,3,2,6,5,4,1,5,1,5,4,3,2,1,2,,,3,,,,,,,3,1,98,98,98,98,98,4,2,4,4,2,3,2,0,2,1,3,3,3,3,3,1,4,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0
38,33,1,2,4,4,3,1,9,2,5,4,4,3,2,1,,,5,,,,,,,5,11,98,98,98,98,98,98,98,98,2,7,3,2,0,3,5,3,3,3,3,3,3,3,3,0,1,0,0,1,1,1,1,1,1,1,1,1,1
21,50,2,2,4,3,6,1,5,3,5,2,3,4,2,,5,,,,,,,4,,4,10,98,3,2,4,98,3,4,2,7,5,6,7,1,1,10,3,2,4,1,3,2,1,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0
34,42,1,2,4,3,3,1,5,3,5,2,2,4,6,2,,1,,,,,,,,1,0,3,2,3,98,1,4,3,3,4,3,3,1,0,5,0,2,4,2,3,5,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28,80,5,2,4,5,4,1,5,2,5,2,3,2,1,1,,,,,,,,,4,1,4,2,3,2,3,3,2,3,2,2,4,5,8,1,5,4,4,2,4,2,2,4,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
21,52,4,2,6,4,5,1,5,2,5,2,2,1,3,1,,1,,,,,,,,1,9,4,2,3,98,4,2,2,2,7,5,5,1,0,5,9,1,4,2,3,1,4,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
43,80,5,2,6,2,1,4,6,2,3,2,2,2,4,1,,,,1,,,,,,1,0,4,2,4,1,1,4,2,1,5,1,1,3,0,5,0,1,4,1,5,5,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,41,7,2,4,5,3,1,5,2,5,2,3,4,2,,3,,,1,,,,,,1,2,4,2,4,98,98,98,3,2,5,3,1,3,0,5,2,1,4,1,3,3,3,2,4,1,0,0,1,0,0,0,0,0,1,1,1,0,0
49,59,6,2,6,2,2,2,9,1,3,2,4,3,4,,1,,,,3,,,,,3,11,98,3,3,3,3,98,3,2,3,2,1,4,0,2,5,3,2,2,2,2,3,2,4,1,1,1,0,1,0,1,0,0,0,0,1,0,0
31,41,7,2,6,2,1,2,2,2,5,2,2,2,4,3,,,1,,,,,,,1,0,4,1,3,2,1,4,2,4,7,2,1,2,0,5,0,1,5,2,4,5,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,11,4,2,4,5,5,1,5,1,5,1,1,1,1,1,,,,,,,5,,,5,11,3,4,4,4,4,4,4,4,5,3,3,6,1,3,5,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
36,7,3,2,6,4,3,1,5,1,4,1,4,2,2,,5,,,,,,,5,,5,11,98,98,98,98,98,99,99,99,5,5,5,7,1,3,5,3,3,3,3,3,3,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1
24,48,5,2,6,2,2,2,8,2,3,2,2,2,2,,1,,,,,1,,,,5,0,4,2,4,2,2,4,1,2,4,2,1,5,1,3,0,1,4,1,4,4,1,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,53,4,2,4,5,5,1,5,1,5,2,2,2,2,,2,,,,,1,,,,1,9,3,3,2,1,2,3,3,2,4,5,3,5,1,5,9,2,2,4,5,4,2,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39,70,1,2,4,4,2,1,5,1,4,2,2,2,2,3,,,3,,,,,,,2,8,3,3,3,3,3,4,2,3,5,3,2,2,0,4,8,2,2,2,2,2,1,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
44,53,5,2,7,6,6,3,9,3,5,4,4,4,4,1,,,,,,,6,,,6,12,99,99,99,99,99,99,99,99,8,6,6,6,1,3,5,3,3,3,3,3,3,3,3,0,1,0,0,1,1,1,1,1,1,1,1,1,1
40,32,5,2,4,5,3,1,5,2,5,2,2,2,1,2,,,,,,,,,5,5,5,2,3,2,98,98,3,4,2,3,3,6,8,1,3,5,4,2,4,3,3,2,1,4,1,1,0,1,0,1,0,0,0,1,1,0,0,0
45,85,4,2,4,5,4,1,5,2,5,2,3,1,1,,3,,,,4,,,,,2,10,4,98,4,3,3,3,3,3,4,3,4,4,0,4,10,1,3,1,2,2,2,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0
42,41,7,2,6,5,5,1,9,1,5,5,5,1,1,,1,,,,,,,,5,5,11,98,1,98,98,98,98,98,98,4,6,6,8,1,3,5,3,5,3,3,3,3,3,3,1,1,1,0,1,1,1,0,1,1,1,1,1,1
29,7,5,2,6,4,4,3,7,1,4,4,4,3,2,1,,,,,5,,,,,5,0,3,98,98,98,98,98,98,98,5,3,3,4,0,3,0,2,3,3,3,3,3,3,3,1,1,1,0,0,1,0,1,1,1,1,1,1,1
51,41,7,2,4,5,5,1,5,1,5,3,3,1,1,,3,1,,,,,,,,1,0,3,1,3,1,1,4,1,3,5,2,2,1,0,5,0,2,5,2,5,5,1,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
34,41,7,2,7,2,1,2,2,2,5,1,3,1,4,,2,,,,,,,,2,2,2,3,3,4,2,98,98,3,3,5,1,1,8,1,4,2,2,2,1,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0
18,67,8,2,4,3,3,1,9,1,5,4,4,4,2,,5,,,,,,5,,,5,11,98,98,98,98,98,2,98,2,2,1,4,6,1,3,5,3,3,3,3,3,4,3,4,0,1,1,0,1,1,1,1,1,1,1,0,1,0
42,20,3,2,7,5,5,1,5,1,5,1,2,1,2,2,,,,2,,,,,,2,9,98,4,3,3,4,3,4,4,2,3,3,3,0,4,9,3,1,2,2,1,2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
39,41,7,2,6,4,3,3,5,1,3,2,2,2,4,,4,,,,,3,,,,3,3,1,4,1,4,4,3,3,2,4,1,1,5,1,2,3,5,1,5,1,1,2,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
51,41,7,2,8,5,5,1,5,1,5,3,3,2,1,,3,,3,,,,,,,5,7,2,4,98,3,3,98,4,4,4,2,4,2,0,3,7,4,1,3,2,2,3,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0
35,46,8,2,4,4,4,1,10,2,5,5,5,3,4,1,,,,,,,,5,,6,0,98,99,99,98,98,98,98,1,4,4,6,7,1,3,0,3,3,3,3,3,3,3,5,1,0,0,0,0,1,1,1,1,1,1,1,1,0
37,76,4,2,4,4,3,1,5,2,5,1,3,2,2,3,,,2,,,,,,,1,1,4,1,4,98,1,3,1,98,6,5,3,2,0,5,1,1,5,1,3,5,2,5,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1
47,7,5,2,6,5,3,1,5,2,5,2,4,1,1,2,,1,,,,,,,,1,0,4,1,4,1,1,4,1,4,5,2,5,1,0,5,0,1,5,1,5,5,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,49,5,2,6,5,5,1,5,2,5,2,4,2,1,,2,,,,,,2,,,2,10,98,98,98,98,98,98,98,98,6,5,4,6,1,4,10,3,3,3,3,3,3,3,3,0,1,0,1,0,0,1,1,1,1,1,1,1,1
50,20,3,2,3,3,3,1,5,2,5,2,2,2,1,,5,,,,,,,,2,2,5,4,2,4,2,2,3,3,3,5,4,3,8,1,4,5,1,4,1,4,4,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
37,52,4,2,7,5,5,1,5,1,5,3,3,3,1,3,,,,2,,,,,,2,0,3,1,3,1,2,4,1,4,6,3,4,3,0,4,0,2,5,2,5,4,1,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
35,59,6,2,6,5,4,1,5,1,5,2,3,4,1,3,,,,5,,,,,,2,3,98,98,98,98,2,4,4,4,6,5,4,3,0,4,3,3,3,3,3,4,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0
42,41,7,2,6,5,5,1,5,1,5,1,2,1,4,,5,,,,2,,,,,1,2,2,2,3,1,1,3,2,3,6,3,2,4,0,5,2,4,4,2,5,5,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
27,80,5,2,4,3,3,3,5,3,3,2,3,4,2,,3,,,5,,,,,,5,5,4,3,98,98,98,98,98,98,6,4,4,3,0,3,5,1,2,3,3,3,3,3,3,1,0,0,1,0,1,0,0,1,1,1,1,1,1
23,41,3,2,2,4,5,1,2,2,5,2,3,2,2,3,,,,,,,,3,,2,7,2,3,1,4,3,1,3,2,4,4,3,7,1,4,7,4,2,5,1,2,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,62,2,2,7,6,6,1,5,3,4,3,3,1,1,3,,2,,,,,,,,4,1,1,1,1,1,1,1,1,1,2,3,2,1,0,1,1,5,5,5,5,5,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46,32,5,2,6,4,4,1,5,1,5,4,3,1,4,3,,,,,,5,,,,5,11,4,98,4,98,98,98,98,99,4,3,3,5,1,3,5,1,3,1,3,3,3,3,3,0,0,1,1,1,1,0,1,0,1,1,1,1,1
43,46,5,2,6,3,3,3,5,3,5,4,4,2,4,1,,,,,,,,,5,5,11,98,98,98,98,98,98,98,98,4,5,6,8,1,3,5,3,3,3,3,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1
24,11,4,2,6,4,5,1,5,1,5,2,2,2,4,1,,,,,,,5,,,5,11,2,3,4,98,4,98,98,98,5,2,3,6,1,3,5,4,2,1,3,1,3,3,3,0,1,1,1,1,1,0,0,0,1,0,1,1,1
25,48,3,2,4,5,5,1,5,2,5,1,1,1,1,,2,,,,,,,1,,1,8,2,1,2,2,2,4,4,4,7,5,1,7,1,5,8,4,5,4,4,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
27,80,5,2,6,1,1,2,10,1,5,3,3,2,2,,2,,3,,,,,,,1,0,1,2,2,1,2,3,2,2,4,1,1,2,0,5,0,5,4,4,5,4,2,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0
46,55,1,2,3,3,6,1,5,3,5,4,4,1,1,3,,,,,,,,5,,5,11,98,98,98,98,98,98,98,98,1,1,5,7,1,3,5,3,3,3,3,3,3,3,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1
44,32,1,2,4,4,4,1,5,2,5,2,4,2,1,,5,,,,,5,,,,5,11,98,98,98,98,98,98,98,98,5,2,3,5,1,3,5,3,3,3,3,3,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1
44,57,5,2,4,5,4,1,5,1,5,1,1,1,1,,5,,,,1,,,,,1,10,1,1,1,1,1,2,1,2,5,4,3,4,0,5,10,5,5,5,5,5,4,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
27,51,3,2,7,4,4,1,5,2,5,2,3,2,2,,3,,,,3,,,,,3,5,2,2,2,2,2,4,4,2,5,4,4,4,0,2,5,4,4,4,4,4,1,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
30,7,5,2,4,3,3,1,7,2,4,3,3,2,2,,3,,,,,3,,,,3,11,2,3,1,99,98,3,3,1,6,1,1,5,1,2,5,4,2,5,3,3,2,2,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0
41,63,8,2,6,3,3,3,9,3,5,2,3,3,2,1,,,,,,,,,5,5,5,4,1,4,98,98,98,3,1,5,5,6,8,1,3,5,1,5,1,3,3,3,2,5,1,1,0,0,0,1,0,0,0,1,1,1,0,0
48,53,5,2,4,3,3,2,1,2,3,2,2,2,1,2,,1,,,,,,,,1,0,4,1,4,1,1,4,2,4,4,2,3,1,0,5,0,1,5,1,5,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,12,4,2,6,5,5,1,5,1,5,2,3,1,4,3,,2,,,,,,,,3,5,1,4,1,4,3,3,2,3,2,3,3,1,0,2,5,5,1,5,1,2,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
46,58,4,2,4,4,3,1,7,1,4,3,3,3,2,2,,,,,,,4,,,4,10,1,3,1,3,3,3,3,98,6,2,6,6,1,1,10,5,2,5,2,2,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1
34,58,5,2,7,5,4,1,5,3,5,2,3,3,4,2,,,,,,,,,4,4,10,3,1,4,3,3,3,4,2,4,4,5,8,1,1,10,2,5,1,2,2,2,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
34,32,5,2,7,5,5,1,5,1,5,3,3,1,1,,2,4,,,,,,,,4,10,1,3,1,1,2,1,3,1,6,3,4,1,0,1,10,5,2,5,5,4,5,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28,33,5,2,5,7,7,1,5,1,4,2,3,3,2,,2,,,,,,,5,,5,11,98,98,98,98,98,98,98,98,5,2,6,7,1,3,5,3,3,3,3,3,3,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1
37,59,8,2,4,3,6,1,5,1,5,3,3,2,1,1,,,3,,,,,,,3,10,1,3,1,4,2,2,4,2,6,4,4,2,0,2,10,5,2,5,1,4,4,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
24,70,3,2,7,4,4,1,5,3,4,4,4,2,2,,3,,,,,,,,5,5,5,98,98,98,98,98,3,98,3,7,3,3,8,1,3,5,3,3,3,3,3,2,3,2,1,1,0,1,0,1,1,1,1,1,1,0,1,0
34,6,4,2,5,3,3,2,7,2,3,2,2,1,2,3,,,,1,,,,,,1,0,4,2,4,1,1,4,3,1,4,2,1,3,0,5,0,1,4,1,5,5,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,29,4,2,4,5,4,1,5,2,5,3,3,3,6,,4,,4,,,,,,,4,5,2,3,3,2,1,3,4,2,4,6,1,2,0,1,5,4,2,2,4,5,2,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
36,75,4,2,6,3,3,1,9,3,4,2,2,2,4,2,,,,,3,,,,,5,5,3,4,2,98,98,2,3,2,4,3,2,4,0,3,5,2,1,4,3,3,4,2,4,1,1,0,0,0,1,0,0,0,1,1,0,0,0
27,42,3,2,6,4,3,3,9,3,6,4,4,5,8,,1,,,,,,,5,,5,11,98,98,98,98,98,98,98,98,4,5,5,7,1,3,5,3,3,3,3,3,3,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1
33,14,5,2,7,4,4,1,5,3,5,3,3,4,1,1,,,,5,,,,,,5,6,98,98,2,4,98,4,4,98,4,2,6,3,0,3,6,3,3,4,1,3,1,1,3,1,0,0,1,0,1,1,1,0,0,1,0,0,1
36,42,2,2,6,4,4,1,5,2,4,3,4,2,5,3,,,,,,3,,,,3,5,2,2,3,2,2,4,1,1,4,2,1,5,1,2,5,4,4,2,4,4,1,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,56,4,2,4,5,3,1,5,1,5,2,4,2,2,,4,,,,,,5,,,5,11,3,3,3,3,3,4,3,2,3,3,6,6,1,3,5,2,2,2,2,2,1,2,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0
47,65,1,2,5,4,4,1,5,2,5,2,4,2,1,,5,,,,,,5,,,5,11,3,2,3,3,3,1,3,2,5,4,4,6,1,3,5,2,4,2,2,2,5,2,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0
33,41,7,2,6,5,5,1,5,2,5,3,3,1,1,,5,,,4,,,,,,4,5,3,3,2,4,3,3,3,3,5,3,3,3,0,1,5,2,2,4,1,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
34,56,5,2,6,2,2,2,10,3,3,5,5,2,4,3,,,,,,,,6,,6,0,4,98,4,98,98,98,98,98,9,3,2,7,1,3,0,1,3,1,3,3,3,3,3,1,0,0,0,0,1,0,1,0,1,1,1,1,1
20,1,2,2,6,4,4,1,5,1,5,4,3,2,2,,3,2,,,,,,,,2,5,4,3,4,2,98,4,4,4,4,3,4,1,0,4,5,1,2,1,4,3,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
31,48,5,2,5,1,1,2,2,2,3,2,1,1,2,1,,,,,3,,,,,3,0,2,3,3,3,3,3,3,2,5,2,1,4,0,2,0,4,2,2,2,2,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26,49,4,2,6,5,5,1,5,1,5,3,3,2,1,,5,,,,,,,,4,4,10,2,2,2,2,2,98,4,3,5,3,4,8,1,1,10,4,4,4,4,4,3,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0
25,2,2,2,6,4,4,3,8,1,5,2,3,3,5,,3,,,5,,,,,,5,5,4,4,4,4,4,3,3,4,7,5,5,3,0,3,5,1,1,1,1,1,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
52,59,6,2,4,4,3,1,5,3,5,4,4,3,1,3,,,,,,,,,4,5,5,4,3,98,98,98,98,4,2,5,5,4,8,1,3,5,1,2,3,3,3,3,1,4,1,1,0,1,0,1,0,0,1,1,1,1,0,0
24,41,7,2,7,5,3,1,5,1,5,1,3,1,1,,3,,,,,,1,,,1,0,4,1,4,1,1,4,1,4,7,3,3,6,1,5,0,1,5,1,5,5,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
37,48,5,2,6,4,4,1,5,1,5,3,3,1,1,3,,,,3,,,,,,2,6,1,3,1,4,3,4,3,4,4,5,5,3,0,4,6,5,2,5,1,2,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
31,41,7,2,7,4,3,1,9,1,5,3,2,2,2,2,,,,,2,,,,,2,5,4,3,4,2,1,4,3,2,6,3,4,4,0,4,5,1,2,1,4,5,1,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
40,32,1,2,4,4,4,1,5,2,5,2,3,2,1,,5,,3,,,,,,,1,9,2,3,1,3,2,3,4,1,4,1,2,2,0,5,9,4,2,5,2,4,2,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32,76,4,2,7,4,3,1,5,1,5,2,3,1,2,,3,,,,,2,,,,3,5,2,2,98,3,3,3,98,2,6,4,3,5,1,2,5,4,4,3,2,2,2,3,4,0,0,1,1,0,0,0,0,1,0,0,0,1,0
30,50,4,2,6,4,4,1,5,2,5,2,2,2,2,1,,2,,,,,,,,2,0,98,98,98,98,98,4,1,4,5,4,2,1,0,4,0,3,3,3,3,3,1,5,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
31,77,3,2,4,3,3,2,7,3,5,5,5,4,1,1,,,,,,,,,3,5,5,4,4,4,4,4,98,98,98,4,3,2,8,1,3,5,1,1,1,1,1,3,3,3,1,1,0,0,0,1,0,0,0,0,0,1,1,1
48,50,1,2,4,1,1,2,7,2,1,2,2,1,4,,3,,2,,,,,,,1,1,4,1,4,1,1,4,1,4,2,1,1,2,0,5,1,1,5,1,5,5,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,24,5,2,5,2,5,3,5,1,5,1,4,3,6,2,,1,,,,,,,,1,7,1,3,3,3,4,3,1,2,3,5,5,1,0,5,7,5,2,2,2,1,2,5,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30,12,5,2,7,3,3,3,3,1,3,2,3,1,2,2,,,,,,,,2,,2,0,4,1,4,1,1,4,2,3,7,3,1,7,1,4,0,1,5,1,5,5,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22,80,5,2,4,5,5,1,5,1,5,1,1,1,2,,5,3,,,,,,,,4,10,1,2,3,2,98,1,4,1,6,5,3,1,0,1,10,5,4,2,4,3,5,1,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0
28,56,2,2,6,3,3,1,5,2,5,3,3,2,4,1,,,,,,,5,,,5,7,98,98,98,98,98,98,98,98,5,3,2,6,1,3,7,3,3,3,3,3,3,3,3,0,1,0,1,0,1,1,1,1,1,1,1,1,1
34,63,5,2,6,4,4,1,7,1,4,1,3,2,4,,5,,,,4,,,,,3,11,4,3,4,4,4,3,4,4,5,2,2,4,0,2,5,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
29,80,3,2,4,4,3,1,9,1,3,4,4,3,2,,5,5,,,,,,,,4,11,98,98,98,98,98,98,98,98,1,1,1,1,0,1,5,3,3,3,3,3,3,3,3,0,0,1,0,1,0,1,1,1,1,1,1,1,1
34,58,4,2,2,1,1,2,7,2,2,2,2,1,2,,1,,2,,,,,,,1,0,98,2,4,1,1,98,3,2,5,1,1,2,0,5,0,3,4,1,5,5,3,2,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0
33,14,5,2,7,6,6,3,7,1,7,2,2,3,2,2,,,,,,5,,,,5,0,4,98,98,98,98,4,98,98,5,1,1,5,1,3,0,1,3,3,3,3,1,3,3,0,0,1,0,0,1,0,1,1,1,1,0,1,1
33,59,6,2,4,2,2,2,7,2,4,2,2,3,4,1,,,,,,,5,,,2,5,4,3,3,98,3,3,3,3,4,3,2,6,1,4,5,1,2,2,3,2,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
43,14,5,2,6,4,4,1,5,2,5,4,4,5,7,,3,,,,5,,,,,5,11,98,98,98,98,98,98,98,98,2,4,4,4,0,3,5,3,3,3,3,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1
50,41,7,2,4,5,5,1,5,1,5,2,3,1,1,1,,,,,,,,,4,4,10,1,4,1,4,4,1,4,1,8,3,5,8,1,1,10,5,1,5,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0
28,27,3,2,4,4,4,1,7,2,3,2,3,3,2,2,,,,,,,,3,,2,11,4,2,4,3,98,4,3,2,5,4,6,7,1,4,5,1,4,1,2,3,1,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0
50,54,4,2,4,4,4,1,5,3,5,4,4,2,1,2,,,,,,,,5,,5,11,98,98,98,98,98,98,98,98,4,3,6,7,1,3,5,3,3,3,3,3,3,3,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1
54,59,6,2,7,4,3,1,5,2,5,2,3,1,1,2,,,,,,,2,,,2,1,3,1,3,98,2,4,1,4,5,1,1,6,1,4,1,2,5,2,3,4,1,5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
27,63,5,2,4,2,2,3,7,3,5,2,3,3,2,1,,,,,,2,,,,2,4,2,2,2,2,2,98,98,98,6,2,6,5,1,4,4,4,4,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1
47,48,5,2,6,5,5,3,5,1,4,2,2,2,4,,5,,,,,,2,,,2,2,98,2,3,2,2,4,2,4,5,2,2,6,1,4,2,3,4,2,4,4,1,4,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
29,59,6,2,4,3,4,3,1,2,4,2,2,3,4,1,,,,,1,,,,,1,7,4,3,2,1,1,3,2,4,4,2,1,4,0,5,7,1,2,4,5,5,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,30,3,2,4,4,4,1,5,2,5,2,3,1,1,3,,,,2,,,,,,2,5,4,1,4,2,2,4,98,4,5,3,3,3,0,4,5,1,5,1,4,4,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
52,85,2,2,6,4,4,1,5,2,5,2,2,2,1,,3,,,2,,,,,,2,0,4,2,2,3,98,2,3,2,4,3,3,3,0,4,0,1,4,4,2,3,4,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0
50,35,3,2,4,3,3,3,9,3,5,4,4,4,1,,5,,,5,,,,,,5,11,98,98,98,98,98,98,98,98,5,3,6,3,0,3,5,3,3,3,3,3,3,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1
29,66,4,2,4,3,3,1,5,2,5,4,4,3,1,,4,,,,,,,,5,3,11,4,2,98,3,98,98,98,98,5,3,6,8,1,2,5,1,4,3,2,3,3,3,3,1,1,0,1,1,0,0,0,1,0,1,1,1,1
34,32,5,2,6,3,2,3,2,1,3,2,2,2,4,,3,,3,,,,,,,4,2,4,4,3,3,2,2,2,3,5,2,3,2,0,1,2,1,1,2,2,4,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
47,62,3,2,4,4,3,1,5,1,5,3,3,2,2,,5,,,,,,,3,,5,10,98,4,98,98,3,2,3,2,2,2,6,7,1,3,10,3,1,3,3,2,4,2,4,1,0,1,1,0,1,1,0,1,1,0,0,0,0
33,32,3,2,4,3,5,1,5,1,5,3,3,3,1,,3,,,,4,,,,,4,10,1,4,1,4,4,1,4,1,5,3,3,4,0,1,10,5,1,5,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0
22,69,5,2,6,4,4,1,5,2,5,4,4,4,2,2,,,,,,,,,3,5,5,98,2,98,98,98,3,3,2,4,3,6,8,1,3,5,3,4,3,3,3,2,2,4,1,1,0,1,0,1,1,0,1,1,1,0,0,0
25,63,1,2,4,3,3,1,5,2,4,1,2,3,4,2,,,4,,,,,,,3,10,3,2,2,2,1,1,1,2,4,3,4,2,0,2,10,2,4,4,4,5,5,5,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26,26,3,2,6,5,5,1,5,1,5,2,3,2,4,1,,2,,,,,,,,2,0,3,1,3,1,1,3,1,3,5,5,5,1,0,4,0,2,5,2,5,5,2,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
46,69,5,2,7,5,5,1,5,1,5,2,3,1,1,,3,2,,,,,,,,2,0,4,1,4,1,1,4,1,4,5,4,3,1,0,4,0,1,5,1,5,5,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
33,46,5,2,7,5,5,1,5,1,5,1,3,2,4,,5,,,,,,2,,,2,3,4,2,4,2,2,4,2,4,7,3,6,6,1,4,3,1,4,1,4,4,1,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
18,48,5,2,2,5,5,1,5,1,5,4,3,2,2,2,,,2,,,,,,,2,5,98,3,1,3,3,4,2,4,4,3,6,2,0,4,5,3,2,5,2,2,1,4,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
33,41,7,2,2,4,4,1,5,1,5,2,2,4,4,1,,,,,,3,,,,3,5,3,2,3,2,98,4,1,4,4,2,4,5,1,2,5,2,4,2,4,3,1,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
